id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source,generated_date,data_snapshot_date,source_period,median_salary_rmb
MED-0908-CN-general,医疗与健康,MED,心理健康,儿童心理学家,Child Psychologist,2634,19-3031.02,东亚,中国,CN,country,general,硕士/博士,26-32,global,7.4,7.7,7.7,8.7,8.2,7.6,8.0,8.1,6.2,5.9,7.8,8.6,4.6,4.1,3.4,6.1,5.7,2.0,7.3,6.7,5.7,6.8,4.9,9.0,6.9,6.6,7.5,8.8,1.0,7.7,1.7,5.7,5.5,2.0,4,5,↑↑,2032-2038,6.49,中国儿童心理学家：人才需求旺盛，近年增长迅猛，职业成就感高,"China Child Psychologist: strong talent demand, rapid recent growth, high career fulfillment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,218000
EDU-0808-CN-general,教育与学术,EDU,特殊教育与辅助,教育数据分析师,Education Data Analyst,2120,15-2051.00,东亚,中国,CN,country,general,本科/硕士(数据科学),23-30,global,5.6,5.6,6.7,7.6,7.5,6.0,6.4,6.9,5.6,6.6,6.8,9.7,5.9,4.3,4.2,7.5,7.0,1.1,4.9,6.4,8.6,6.6,5.7,6.5,6.0,6.6,6.6,5.8,0.4,1.6,3.4,7.9,6.4,2.4,5,4,↑↑,2028-2033,6.49,中国教育数据分析师：远程友好度高，近年增长迅猛,"China Education Data Analyst: highly remote-friendly, rapid recent growth",AI综合评估 + O*NET/ILO/UNESCO锚点校准,2026-04-13,2026-04-13,2000-2026,154000
MED-0909-CN-general,医疗与健康,MED,心理健康,法医心理学家,Forensic Psychologist,2634,19-3031.02,东亚,中国,CN,country,general,硕士/博士,26-32,global,7.4,7.6,7.9,8.7,8.1,4.7,7.7,7.3,6.8,6.4,7.6,8.5,4.8,4.3,3.5,6.3,6.0,2.0,8.0,6.8,5.5,6.7,5.0,8.5,7.0,6.6,7.7,8.1,1.0,7.5,1.7,6.0,5.4,2.0,4,3,↑,2035+,6.49,中国法医心理学家：人才需求旺盛，AI替代抗性强，职业成就感高,"China Forensic Psychologist: strong talent demand, strong AI resistance, high career fulfillment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,273000
ENG-1203-CN-general,工程与制造,ENG,生物医学工程,康复工程师,Rehabilitation Engineer,2149,17-2031.00,东亚,中国,CN,country,general,硕士,24-30,global,7.4,6.9,7.4,7.9,7.3,5.3,6.5,7.9,8.6,7.1,6.9,7.8,5.9,5.1,4.1,7.3,6.6,0.7,8.3,7.6,4.1,6.2,5.2,8.5,5.4,5.8,5.8,5.3,3.2,4.4,4.2,3.7,7.1,4.6,4,4,↑↑,2035+,6.48,中国康复工程师：薪资回报高，AI替代抗性强，近年增长迅猛,"China Rehabilitation Engineer: high compensation, strong AI resistance, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,604000
MED-0906-CN-general,医疗与健康,MED,心理健康,成瘾咨询师,Addiction Counselor,2634,21-1011.00,东亚,中国,CN,country,general,本科/硕士,24-30,global,5.7,5.9,7.5,8.9,7.9,7.6,7.8,7.5,4.7,6.1,8.0,7.7,4.8,3.8,2.6,5.9,6.1,2.0,7.5,7.2,5.4,7.2,5.0,7.5,7.1,6.3,7.4,9.2,0.8,5.4,1.8,5.6,5.2,2.0,4,4,↑↑,2035+,6.47,中国成瘾咨询师：人才需求旺盛，AI替代抗性强，就业稳定,"China Addiction Counselor: strong talent demand, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,120000
LAW-1001-CN-general,法律与社会服务,LAW,合规与监管,数据保护官(DPO),Data Protection Officer (DPO),2619,13-1041.00,东亚,中国,CN,country,general,法学/IT硕士,26-32,global,6.5,6.9,8.2,6.9,7.8,5.8,7.6,7.3,7.6,7.1,6.8,9.3,6.2,4.5,4.3,7.0,6.4,1.7,6.2,6.6,7.2,6.6,5.0,6.5,6.0,6.3,6.2,6.8,0.5,6.7,2.6,4.2,7.3,3.1,4,4,↑↑,2032-2038,6.47,中国数据保护官(DPO)：近年需求增长,China Data Protection Officer (DPO): growing demand,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,495000
ENG-1204-CN-general,工程与制造,ENG,生物医学工程,组织工程研究员,Tissue Engineering Researcher,2149,17-2031.00,东亚,中国,CN,country,general,博士,26-33,global,7.9,8.6,7.8,7.9,7.5,4.0,8.1,7.7,8.1,7.2,6.9,8.0,6.4,4.8,4.1,7.1,6.1,0.8,7.8,8.5,4.4,6.5,5.0,8.8,5.2,5.8,5.7,5.4,2.3,4.3,3.9,4.0,7.0,4.2,4,4,↑↑,2035+,6.47,中国组织工程研究员：薪资回报高，人才需求旺盛，AI替代抗性强,"China Tissue Engineering Researcher: high compensation, strong talent demand, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,501000
TECH-0502-CN-general,信息技术与数字化,TECH,新兴数字职业,物联网工程师,IoT Engineer,2514,15-1252.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,6.4,5.5,8.1,6.9,8.2,7.0,7.7,7.3,7.5,6.8,6.0,9.1,6.5,4.3,3.9,6.7,5.8,1.3,6.5,7.0,5.1,6.2,4.9,7.0,7.6,4.4,5.8,5.7,2.7,0.9,4.6,5.3,6.6,3.2,4,4,↑↑,2032-2038,6.46,中国物联网工程师：人才需求旺盛，近年增长迅猛,"China IoT Engineer: strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,489000
TECH-0508-CN-general,信息技术与数字化,TECH,新兴数字职业,数字孪生工程师,Digital Twin Engineer,2514,15-1252.00,东亚,中国,CN,country,general,本科/硕士,24-30,global,6.8,6.5,7.7,6.9,8.4,4.5,8.1,8.1,8.1,7.3,5.5,9.5,6.3,3.9,4.2,6.2,5.8,1.3,6.6,7.3,6.0,6.1,5.3,7.6,6.3,4.4,5.5,5.2,1.5,1.2,4.7,4.7,7.0,3.2,3,5,↑↑,2032-2038,6.46,中国数字孪生工程师：薪资回报高，人才需求旺盛，近年增长迅猛,"China Digital Twin Engineer: high compensation, strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,612000
EDU-0802-CN-general,教育与学术,EDU,特殊教育与辅助,教育心理学家,Educational Psychologist,2634,19-3031.02,东亚,中国,CN,country,general,博士/硕士(心理学),26-33,global,8.0,8.2,5.6,8.7,6.3,5.2,6.4,8.1,6.7,6.0,8.0,9.2,4.3,4.5,3.0,6.7,5.5,1.3,8.4,8.5,5.7,7.5,5.3,8.4,6.1,7.0,7.9,8.3,1.5,8.2,0.9,6.5,6.2,2.8,3,3,↑,2035+,6.46,中国教育心理学家：AI替代抗性强，就业稳定，职业满足感高,"China Educational Psychologist: strong AI resistance, stable employment, high job fulfillment",AI综合评估 + O*NET/ILO/UNESCO锚点校准,2026-04-13,2026-04-13,2000-2026,219000
TECH-0304-CN-general,信息技术与数字化,TECH,网络与安全,安全运维工程师,Security Operations Engineer,2529,15-1212.00,东亚,中国,CN,country,general,本科,22-28,global,5.7,5.2,7.6,7.2,7.7,6.8,7.8,7.6,7.8,7.2,6.8,9.0,5.3,3.4,4.1,6.4,5.8,1.2,6.4,6.8,6.6,5.8,4.3,6.5,5.6,4.8,5.7,5.8,1.3,2.6,3.3,5.6,6.5,3.1,3,4,↑↑,2032-2038,6.46,中国安全运维工程师：人才需求旺盛，加班文化严重，近年增长迅猛,"China Security Operations Engineer: strong talent demand, heavy overtime culture, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,547000
EDU-0104-CN-general,教育与学术,EDU,K12教育,学校心理咨询师,School Counselor,2634,21-1012.00,东亚,中国,CN,country,general,硕士(心理学/教育),24-30,global,6.8,6.7,5.6,9.1,6.5,6.1,6.9,7.9,5.3,5.8,8.6,9.1,4.7,5.0,3.1,6.5,5.8,1.1,8.4,6.9,4.9,6.5,6.1,8.4,4.5,7.9,7.5,8.9,1.6,7.2,0.9,5.9,4.9,2.1,3,3,↑,2035+,6.46,中国学校心理咨询师：AI替代抗性强，就业稳定，职业满足感高,"China School Counselor: strong AI resistance, stable employment, high job fulfillment",AI综合评估 + O*NET/ILO/UNESCO锚点校准,2026-04-13,2026-04-13,2000-2026,131000
FIN-0506-CN-general,金融与商业,FIN,管理咨询,ESG咨询顾问,ESG Consultant,2421,13-1111.00,东亚,中国,CN,country,general,硕士,24-30,global,6.9,7.1,9.4,6.6,7.7,6.0,8.3,6.5,8.1,7.1,6.0,9.6,5.5,2.3,2.9,8.0,7.8,1.9,5.9,8.1,6.3,6.2,3.1,7.6,7.9,5.7,4.5,8.7,1.7,2.4,5.7,5.1,7.5,3.4,5,5,↑↑,2028-2033,6.45,中国ESG咨询顾问：薪资回报高，人才需求旺盛，加班文化严重,"China ESG Consultant: high compensation, strong talent demand, heavy overtime culture",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,659000
AGR-0607-CN-general,农业、资源与环境,AGR,新能源,新能源项目开发经理,Renewable Energy Project Developer,1349,11-9199.00,东亚,中国,CN,country,general,本科/硕士,28-38,global,6.5,6.2,9.9,7.5,8.3,7.9,8.3,7.6,8.0,7.3,6.2,6.4,6.4,4.1,4.7,6.1,6.1,1.5,6.1,7.6,4.2,6.9,4.3,7.7,7.6,5.6,5.3,7.3,2.6,4.6,5.5,3.4,7.2,4.5,4,5,↑↑,2032-2038,6.45,中国新能源项目开发经理：薪资回报高，人才需求旺盛，近年增长迅猛,"China Renewable Energy Project Developer: high compensation, strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,320000
LAW-1007-CN-general,法律与社会服务,LAW,合规与监管,法律科技产品经理,Legal Tech Product Manager,2511,15-1299.09,东亚,中国,CN,country,general,法学+技术背景,26-32,global,6.7,6.4,8.1,6.4,7.3,3.8,7.8,7.7,8.0,7.0,5.3,9.4,6.1,3.7,4.1,7.8,6.8,1.9,5.6,6.8,7.4,7.1,4.9,7.1,8.7,5.8,4.9,7.3,0.4,3.3,4.8,4.7,7.0,2.7,4,5,↑↑,2028-2033,6.45,中国法律科技产品经理：薪资回报高，近年需求增长,"China Legal Tech Product Manager: high compensation, growing demand",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,564000
EDU-0508-CN-general,教育与学术,EDU,学术研究,科学传播者/科普作家,Science Communicator,2641,27-3043.00,东亚,中国,CN,country,general,硕士/博士,25-35,global,5.9,6.0,5.6,8.0,7.0,5.3,5.5,5.5,5.6,5.2,6.1,9.5,5.2,4.5,4.8,7.2,6.3,1.8,6.8,7.0,8.5,7.1,5.3,7.8,7.6,6.3,7.3,8.1,1.2,2.0,3.0,8.1,6.5,1.7,4,3,↑,2032-2038,6.44,中国科学传播者/科普作家：远程友好度高,China Science Communicator: highly remote-friendly,AI综合评估 + O*NET/ILO/UNESCO锚点校准,2026-04-13,2026-04-13,2000-2026,157000
FIN-0502-CN-general,金融与商业,FIN,管理咨询,IT咨询顾问,IT Consultant,2421,13-1111.00,东亚,中国,CN,country,general,硕士,24-30,global,6.9,7.0,8.2,6.6,7.9,7.6,7.6,6.5,8.1,7.3,5.5,9.6,5.3,2.4,2.9,8.5,8.0,1.9,6.0,8.4,7.6,6.3,3.3,6.7,7.9,5.7,4.7,8.8,1.7,2.4,6.2,4.6,7.4,3.5,3,4,↑↑,2032-2038,6.44,中国IT咨询顾问：薪资回报高，人才需求旺盛，加班文化严重,"China IT Consultant: high compensation, strong talent demand, heavy overtime culture",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,634000
FIN-0507-CN-general,金融与商业,FIN,管理咨询,数字化转型咨询顾问,Digital Transformation Consultant,2421,13-1111.00,东亚,中国,CN,country,general,硕士,24-30,global,7.3,7.4,8.5,6.4,7.8,7.5,8.4,6.5,8.6,6.8,5.8,9.4,5.5,2.2,2.8,8.5,7.9,1.6,5.8,8.2,7.5,6.2,3.4,6.4,7.5,5.3,4.9,8.3,1.3,2.5,6.1,5.0,7.7,3.2,4,5,↑↑,2028-2033,6.44,中国数字化转型咨询顾问：薪资回报高，人才需求旺盛，加班文化严重,"China Digital Transformation Consultant: high compensation, strong talent demand, heavy overtime culture",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,764000
TECH-0513-CN-general,信息技术与数字化,TECH,新兴数字职业,合成数据工程师,Synthetic Data Engineer,2511,15-2051.00,东亚,中国,CN,country,general,硕士/博士,24-30,global,7.1,6.4,7.7,5.7,7.8,4.0,8.3,8.1,8.4,6.9,4.8,9.5,6.8,4.2,4.3,6.6,6.0,1.5,5.8,7.2,7.7,6.4,5.0,6.9,6.8,5.1,5.3,4.4,0.7,0.7,4.3,6.0,7.3,3.3,2,5,↑↑,2028-2033,6.44,中国合成数据工程师：薪资回报高，人才需求旺盛，近年增长迅猛,"China Synthetic Data Engineer: high compensation, strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,662000
ENG-0104-CN-general,工程与制造,ENG,机械工程,机器人工程师,Robotics Engineer,2144,17-2199.08,东亚,中国,CN,country,general,本科/硕士,22-28,global,6.0,5.8,8.3,7.7,8.4,7.3,8.3,8.2,8.1,6.5,6.8,7.4,5.0,4.3,4.0,6.6,5.7,1.0,7.2,7.8,4.7,5.7,5.2,6.9,4.6,4.6,6.6,5.1,3.3,2.7,5.7,3.9,5.9,2.7,4,5,↑↑,2032-2038,6.44,中国机器人工程师：薪资回报高，人才需求旺盛，近年增长迅猛,"China Robotics Engineer: high compensation, strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,478000
TECH-0509-CN-general,信息技术与数字化,TECH,新兴数字职业,边缘计算工程师,Edge Computing Engineer,2514,15-1252.00,东亚,中国,CN,country,general,本科/硕士,23-30,global,6.4,6.1,8.1,6.3,7.7,4.9,8.2,7.9,7.9,6.9,6.0,9.6,6.8,3.6,4.1,6.1,5.5,1.2,6.9,7.2,5.4,6.3,5.1,7.1,6.6,4.2,5.6,5.0,1.8,1.2,4.5,5.0,6.9,3.2,3,5,↑↑,2032-2038,6.44,中国边缘计算工程师：人才需求旺盛，近年增长迅猛,"China Edge Computing Engineer: strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,537000
FIN-0905-CN-general,金融与商业,FIN,人力资源,人力资源总监,HR Director,1212,11-3121.00,东亚,中国,CN,country,general,硕士,32-42,global,4.5,5.0,5.9,7.5,7.3,8.2,5.3,5.5,8.4,6.3,7.0,9.5,7.1,3.4,4.5,6.5,6.1,1.2,5.5,8.3,6.2,6.1,5.7,6.4,5.9,7.2,6.4,8.3,1.3,2.6,4.8,4.7,5.4,2.3,2,2,↑,2028-2033,6.43,中国人力资源总监：薪资回报高，加班文化严重,"China HR Director: high compensation, heavy overtime culture",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,695000
ENG-1205-CN-general,工程与制造,ENG,生物医学工程,生物力学工程师,Biomechanical Engineer,2149,17-2031.00,东亚,中国,CN,country,general,硕士,24-30,global,7.0,7.1,7.7,8.1,7.3,5.1,7.2,7.6,8.4,7.0,7.3,7.8,6.0,4.8,4.1,7.0,6.3,0.8,6.9,8.0,4.4,6.1,5.0,8.3,5.2,5.8,5.7,5.7,3.1,4.6,4.1,4.1,7.0,4.4,4,4,↑↑,2032-2038,6.42,中国生物力学工程师：薪资回报高，近年增长迅猛,"China Biomechanical Engineer: high compensation, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,542000
ENG-0910-CN-general,工程与制造,ENG,制造管理,智能制造工程师,Smart Manufacturing / Industry 4.0 Engineer,2141,17-2112.00,东亚,中国,CN,country,general,本科,22-30,global,5.7,5.8,8.8,7.9,9.1,8.0,8.6,8.1,8.2,7.1,6.9,6.8,5.0,3.7,4.0,7.1,6.2,1.2,5.9,8.1,4.1,6.4,4.4,5.9,5.4,4.3,6.9,6.9,3.0,3.0,5.5,3.0,5.3,3.6,4,5,↑↑,2028-2033,6.42,中国智能制造工程师：薪资回报高，人才需求旺盛，近年增长迅猛,"China Smart Manufacturing / Industry 4.0 Engineer: high compensation, strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,490000
LAW-0103-CN-general,法律与社会服务,LAW,律师各专业,知识产权律师,Intellectual Property Lawyer,2611,23-1011.00,东亚,中国,CN,country,general,法学博士+理工背景,26-32,global,8.5,8.4,8.0,8.0,8.2,5.8,7.6,7.7,10.0,7.3,6.8,9.4,5.9,2.9,3.5,6.6,5.9,1.6,6.6,9.0,6.3,6.7,3.8,6.7,7.5,5.7,6.1,7.1,0.2,9.1,3.9,3.6,7.6,3.8,4,3,↑,2032-2038,6.42,中国知识产权律师：薪资回报高，准入门槛高，过劳风险高,"China Intellectual Property Lawyer: high compensation, high entry barrier, high burnout risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,1230000
FIN-1107-CN-general,金融与商业,FIN,市场营销与销售,数字营销专员,Digital Marketing Specialist,2431,13-1161.00,东亚,中国,CN,country,general,本科/自学,20-28,global,3.6,4.7,8.2,7.1,7.8,9.0,6.9,5.0,6.6,7.2,5.2,9.0,6.3,3.2,3.8,6.9,7.0,2.3,4.3,6.5,8.5,6.6,4.1,6.4,8.9,5.8,5.7,8.8,2.0,1.7,6.4,7.7,6.1,2.2,4,4,↑↑,2026-2030,6.41,中国数字营销专员：远程友好度高，加班文化严重，近年增长迅猛,"China Digital Marketing Specialist: highly remote-friendly, heavy overtime culture, rapid recent growth",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,357000
ENG-0608-CN-general,工程与制造,ENG,汽车,电池系统工程师,Battery Systems Engineer,2144,17-2141.02,东亚,中国,CN,country,general,本科/硕士,22-28,global,6.7,6.2,9.2,7.2,9.8,8.0,9.1,8.8,8.9,6.9,6.4,6.8,5.2,3.9,4.2,7.0,5.8,1.1,6.5,8.0,3.4,5.2,4.4,7.0,4.3,4.5,6.6,5.3,2.9,2.7,5.8,3.2,5.9,4.2,5,5,↑↑,2032-2038,6.41,中国电池系统工程师：薪资回报高，人才需求旺盛，近年增长迅猛,"China Battery Systems Engineer: high compensation, strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,699000
MED-0504-CN-general,医疗与健康,MED,公共卫生,营养师,Dietitian / Nutritionist,2265,29-1031.00,东亚,中国,CN,country,general,本科,22-26,global,5.6,5.4,6.8,8.3,7.1,6.8,6.6,5.3,5.2,6.1,8.1,9.0,6.5,4.4,4.8,6.8,6.5,1.4,7.2,7.0,5.4,6.3,5.5,7.6,7.0,4.0,7.3,7.2,2.0,5.2,1.6,5.8,6.2,3.4,3,4,↑↑,2032-2038,6.41,中国营养师：就业稳定，近年增长迅猛,"China Dietitian / Nutritionist: stable employment, rapid recent growth",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,147000
EDU-0206-CN-general,教育与学术,EDU,高等教育,终身教职教授,Tenured Professor,2310,25-1099.00,东亚,中国,CN,country,general,博士+多年研究,35-50,global,9.9,10.0,4.6,9.7,4.7,4.2,3.7,4.2,8.2,6.1,10.0,9.6,5.7,4.2,3.8,7.7,5.5,1.6,8.2,10.0,7.0,9.6,6.2,9.3,5.9,5.1,9.5,7.1,0.7,10.0,0.2,7.1,7.1,3.3,1,0,→,2035+,6.4,中国终身教职教授：薪资回报高，供过于求，AI替代抗性强,"China Tenured Professor: high compensation, oversupply of talent, strong AI resistance",AI综合评估 + O*NET/ILO/UNESCO锚点校准,2026-04-13,2026-04-13,2000-2026,408000
FIN-0501-CN-general,金融与商业,FIN,管理咨询,战略咨询顾问,Strategy Consultant,2421,13-1111.00,东亚,中国,CN,country,general,硕士/MBA,24-30,global,6.9,6.8,7.4,6.8,7.5,7.1,6.1,7.0,9.6,7.1,5.5,9.5,5.8,1.1,2.1,8.4,7.9,1.6,6.0,9.6,6.4,6.5,3.3,7.4,7.5,5.3,4.7,8.6,1.3,2.6,6.2,5.0,7.7,3.5,3,2,↑,2032-2038,6.4,中国战略咨询顾问：薪资回报高，加班文化严重，职业倦怠风险高,"China Strategy Consultant: high compensation, heavy overtime culture, high burnout risk",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,1174000
MED-0503-CN-general,医疗与健康,MED,公共卫生,卫生教育专家,Health Education Specialist,2269,21-1091.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,5.5,5.5,6.9,7.9,6.9,6.6,6.2,5.4,5.1,6.2,8.2,9.1,6.4,4.7,4.4,7.1,6.6,1.3,7.1,7.4,5.6,6.4,5.7,7.5,4.5,6.5,7.3,8.6,2.0,6.1,1.9,4.4,6.6,3.6,3,3,↑,2032-2038,6.4,中国卫生教育专家：就业稳定,China Health Education Specialist: stable employment,AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,136000
MED-0501-CN-general,医疗与健康,MED,公共卫生,流行病学家,Epidemiologist,2212,19-1041.00,东亚,中国,CN,country,general,硕士/博士,24-30,global,6.8,7.7,6.5,8.2,7.1,6.2,7.6,5.5,6.1,6.4,8.0,9.1,6.5,4.4,4.6,7.3,6.5,1.4,7.6,7.0,7.2,6.1,5.4,7.5,4.7,6.5,6.9,7.1,2.0,6.1,2.1,4.4,6.4,3.4,4,5,↑↑,2035+,6.4,中国流行病学家：人才需求旺盛，AI替代抗性强，远程友好度高,"China Epidemiologist: strong talent demand, strong AI resistance, highly remote-friendly",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,206000
ENG-0603-CN-general,工程与制造,ENG,汽车,自动驾驶工程师,Autonomous Driving Engineer,2144,17-2141.02,东亚,中国,CN,country,general,硕士,22-28,global,7.5,7.8,9.5,7.0,9.7,8.2,9.3,9.5,9.1,6.9,6.4,6.9,5.1,3.7,3.9,6.9,6.0,1.4,5.8,8.4,5.0,5.3,4.8,7.0,4.2,4.8,6.3,5.7,2.8,2.7,6.2,3.0,6.3,4.4,5,5,↑↑,2028-2033,6.4,中国自动驾驶工程师：薪资回报高，人才需求旺盛，近年增长迅猛,"China Autonomous Driving Engineer: high compensation, strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,733000
TECH-0203-CN-general,信息技术与数字化,TECH,人工智能与数据,数据分析师,Data Analyst,2120,15-2051.00,东亚,中国,CN,country,general,本科,22-28,global,4.5,4.7,6.1,6.9,8.4,9.1,6.4,5.4,6.4,6.9,5.2,9.6,6.4,4.3,5.0,7.9,7.2,1.4,4.2,6.2,7.1,5.3,5.4,5.9,5.8,6.3,6.4,6.3,0.4,0.1,4.8,7.1,6.4,1.7,4,3,↑,2026-2030,6.39,中国数据分析师：发展平稳,China Data Analyst: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,320000
AGR-0603-CN-general,农业、资源与环境,AGR,新能源,储能系统工程师,Energy Storage Engineer,2151,17-2199.11,东亚,中国,CN,country,general,本科/硕士,24-32,global,6.8,6.2,9.9,7.2,8.3,7.6,9.7,8.7,7.7,7.5,5.9,6.4,6.5,3.9,5.1,5.9,5.5,1.5,6.7,7.4,2.8,6.2,4.4,7.8,6.9,5.3,5.3,5.4,4.5,4.4,5.3,3.2,6.9,4.3,4,5,↑↑,2032-2038,6.39,中国储能系统工程师：人才需求旺盛，近年增长迅猛,"China Energy Storage Engineer: strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,300000
FIN-0508-CN-general,金融与商业,FIN,管理咨询,供应链咨询顾问,Supply Chain Consultant,2421,13-1111.00,东亚,中国,CN,country,general,硕士,24-30,global,6.8,7.1,7.4,7.0,7.5,7.4,7.6,6.9,8.5,7.2,5.7,9.5,5.6,2.1,3.0,8.4,7.5,1.8,5.8,7.8,6.5,6.7,3.3,6.9,7.9,5.4,4.7,8.4,1.7,2.6,5.7,4.7,7.4,3.6,3,4,↑↑,2028-2033,6.38,中国供应链咨询顾问：薪资回报高，人才需求旺盛，加班文化严重,"China Supply Chain Consultant: high compensation, strong talent demand, heavy overtime culture",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,729000
EDU-0301-CN-general,教育与学术,EDU,职业培训,企业培训师,Corporate Trainer,2424,13-1151.00,东亚,中国,CN,country,general,本科/硕士,25-35,global,4.7,5.2,5.6,7.2,7.5,7.7,5.6,5.4,5.7,6.1,6.3,9.5,5.8,4.8,4.1,7.4,7.0,1.7,6.8,6.2,7.0,6.8,4.7,6.6,7.3,6.7,6.7,8.3,1.7,2.6,4.7,7.9,5.2,2.2,3,2,↑,2032-2038,6.38,中国企业培训师：发展平稳,China Corporate Trainer: steady development,AI综合评估 + O*NET/ILO/UNESCO锚点校准,2026-04-13,2026-04-13,2000-2026,154000
MED-0702-CN-general,医疗与健康,MED,口腔,牙科卫生师,Dental Hygienist,3251,29-1292.00,东亚,中国,CN,country,general,大专/本科,20-24,global,4.5,4.3,6.9,8.0,7.8,7.6,7.1,6.6,5.5,6.8,8.4,8.1,4.6,5.8,5.5,4.6,3.9,1.4,8.2,5.9,0.8,6.8,6.4,7.3,8.7,5.9,5.8,7.6,5.3,5.3,2.8,5.0,5.6,3.2,3,3,↑,2035+,6.37,中国牙科卫生师：AI替代抗性强，就业稳定,"China Dental Hygienist: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,173000
FIN-0301-CN-general,金融与商业,FIN,保险,精算师,Actuary,2120,15-2011.00,东亚,中国,CN,country,general,本科/硕士(精算),24-28,global,8.4,7.9,6.4,8.1,7.0,8.5,8.5,8.4,8.9,6.4,9.0,9.5,6.7,5.0,4.7,5.4,5.1,1.6,6.2,8.2,5.4,5.5,5.4,7.4,6.5,5.0,6.5,6.8,1.1,8.5,4.1,4.3,5.2,4.4,2,3,↑,2032-2038,6.37,中国精算师：薪资回报高，人才需求旺盛，就业稳定,"China Actuary: high compensation, strong talent demand, stable employment",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,925000
